,year,month,day,hour,minute,sec,N,latitude,longitude,depth,magnitude
0,1959.0,1.0,20.0,12.0,34.0,33.9,0.0,19.403734113365832,-155.06708082777186,21.772590466769177,2.9
1,1959.0,1.0,23.0,8.0,31.0,0.22,1.0,19.181027186622146,-155.6661011956325,4.270660333523862,2.5
2,1959.0,1.0,24.0,10.0,9.0,9.46,2.0,19.27095404103209,-155.5982524421262,4.829517433548535,2.5
3,1959.0,2.0,6.0,18.0,14.0,33.48,3.0,19.89359030494026,-155.84435438907252,41.401380004860385,2.5
4,1959.0,2.0,15.0,11.0,59.0,10.76,4.0,19.0130730423396,-155.6290812839291,39.52206490978606,3.2
5,1959.0,2.0,24.0,11.0,17.0,44.8,5.0,19.610904405467004,-155.16579894587784,1.2507903677966912,3.9
6,1959.0,2.0,24.0,11.0,20.0,54.39,6.0,19.626451065561536,-155.17186926388203,11.282745799478057,3.4
7,1959.0,2.0,24.0,11.0,24.0,49.99,7.0,19.61717939470895,-155.16815278399255,25.65767985745194,2.7
8,1959.0,2.0,24.0,11.0,24.0,54.83,8.0,19.63950562956544,-155.17939934683224,27.244663610511182,2.6
9,1959.0,2.0,24.0,17.0,48.0,42.28,9.0,19.630194269639688,-155.16887223156442,36.121644074055794,3.1
10,1959.0,2.0,28.0,0.0,12.0,17.15,10.0,19.373490239991888,-155.67702564938014,42.17817243779223,3.4
11,1959.0,3.0,2.0,3.0,40.0,3.87,11.0,19.373956432606285,-154.98457387321002,29.096386432380243,2.6
12,1959.0,3.0,6.0,21.0,39.0,39.73,12.0,19.10367040229985,-155.749765157032,6.36589527623811,2.5
13,1959.0,3.0,17.0,21.0,0.0,57.99,13.0,20.004305680806286,-155.41833244006304,27.373826386435248,3.2
14,1959.0,3.0,21.0,12.0,22.0,31.36,14.0,19.841555264102148,-155.51387256204688,16.197475446513835,3.1
15,1959.0,3.0,21.0,16.0,50.0,49.54,15.0,19.32123690377073,-155.8604235448355,39.23990650484844,3.1
16,1959.0,3.0,21.0,17.0,17.0,27.05,16.0,19.321734092921563,-155.85897696269836,10.271798086056926,2.9
17,1959.0,4.0,4.0,10.0,4.0,50.44,17.0,19.3345100000796,-155.39826243435311,44.37285643077535,2.7
18,1959.0,4.0,9.0,6.0,32.0,17.26,18.0,19.21594243095915,-155.8616607709631,39.11198974759979,2.8
19,1959.0,4.0,14.0,11.0,16.0,12.98,19.0,19.585005013918227,-155.18647502077798,22.84159904474549,3.5
20,1959.0,4.0,14.0,11.0,40.0,54.57,20.0,19.573088882359016,-155.18672818487678,5.01947589100776,2.5
21,1959.0,4.0,21.0,21.0,40.0,33.24,21.0,19.727531569096712,-155.1717930317185,41.076553786575175,3.8
22,1959.0,4.0,21.0,21.0,41.0,17.34,22.0,19.73928086254457,-155.17205674369205,10.096653020159511,2.5
23,1959.0,4.0,21.0,21.0,47.0,49.2,23.0,19.72427755195985,-155.14821420316477,16.835428799608138,2.6
